disbursement_id,application_id,prospect_id,disbursement_date,branch_id,ao_id,product,segment,disbursed_amount,interest_rate_pa,tenor_months
DSB0003307,APP0005531,PR0025040,2025-07-18,BR003,AO011,Kredit Produktif SME,SME,95000000,19.0,12
DSB0003308,APP0005532,PR0025042,2026-02-20,BR005,AO017,Kredit Payroll,Payroll,96000000,15.5,12
DSB0003309,APP0005534,PR0025047,2025-10-30,BR006,AO023,Kredit Mikro,Mikro,69000000,21.0,36
DSB0003310,APP0005538,PR0025061,2026-05-22,BR001,AO004,Kredit Konsumtif,Konsumtif,123000000,18.0,36
DSB0003311,APP0005539,PR0025063,2025-08-17,BR006,AO022,Kredit Produktif SME,SME,480500000,19.0,24
DSB0003312,APP0005540,PR0025072,2025-09-14,BR003,AO012,Kredit Payroll,Payroll,96000000,15.5,36
DSB0003313,APP0005545,PR0025101,2026-07-01,BR006,AO024,Kredit Payroll,Payroll,146500000,15.5,24
DSB0003314,APP0005546,PR0025105,2025-07-31,BR005,AO018,Kredit Konsumtif,Konsumtif,29000000,18.0,36
DSB0003315,APP0005548,PR0025116,2025-12-19,BR006,AO023,Kredit Mikro,Mikro,94500000,21.0,18
DSB0003316,APP0005549,PR0025121,2026-02-22,BR006,AO023,Kredit Mikro,Mikro,20000000,21.0,18
DSB0003317,APP0005550,PR0025129,2026-05-01,BR002,AO008,Kredit Konsumtif,Konsumtif,116000000,18.0,36
DSB0003318,APP0005552,PR0025139,2026-03-03,BR001,AO003,Kredit Produktif SME,SME,289500000,19.0,12
DSB0003319,APP0005554,PR0025141,2025-10-19,BR001,AO004,Kredit Payroll,Payroll,73000000,15.5,12
DSB0003320,APP0005556,PR0025149,2026-04-19,BR005,AO019,Kredit Konsumtif,Konsumtif,47000000,18.0,36
DSB0003321,APP0005557,PR0025163,2026-03-08,BR002,AO005,Kredit Payroll,Payroll,69500000,15.5,24
DSB0003322,APP0005558,PR0025164,2026-06-08,BR006,AO021,Kredit Konsumtif,Konsumtif,147000000,18.0,36
DSB0003323,APP0005562,PR0025179,2026-06-23,BR002,AO008,Kredit Payroll,Payroll,193000000,15.5,24
DSB0003324,APP0005563,PR0025181,2025-09-22,BR007,AO027,Kredit Konsumtif,Konsumtif,99500000,18.0,12
DSB0003325,APP0005567,PR0025191,2025-08-16,BR006,AO023,Kredit Mikro,Mikro,49500000,21.0,36
DSB0003326,APP0005568,PR0025208,2025-08-20,BR006,AO021,Kredit Mikro,Mikro,18500000,21.0,24
DSB0003327,APP0005569,PR0025216,2025-10-01,BR003,AO010,Kredit Konsumtif,Konsumtif,74000000,18.0,18
DSB0003328,APP0005571,PR0025223,2025-10-01,BR001,AO004,Kredit Mikro,Mikro,71500000,21.0,36
DSB0003329,APP0005573,PR0025228,2026-01-31,BR006,AO024,Kredit Konsumtif,Konsumtif,46500000,18.0,18
DSB0003330,APP0005574,PR0025232,2025-10-28,BR003,AO010,Kredit Payroll,Payroll,69500000,15.5,24
DSB0003331,APP0005577,PR0025267,2025-07-13,BR004,AO016,Kredit Produktif SME,SME,187000000,19.0,12
DSB0003332,APP0005578,PR0025270,2025-11-23,BR002,AO008,Kredit Konsumtif,Konsumtif,116000000,18.0,24
DSB0003333,APP0005579,PR0025271,2025-10-26,BR006,AO021,Kredit Payroll,Payroll,71000000,15.5,60
DSB0003334,APP0005580,PR0025272,2025-07-16,BR005,AO020,Kredit Produktif SME,SME,97000000,19.0,24
DSB0003335,APP0005583,PR0025281,2025-09-19,BR003,AO012,Kredit Konsumtif,Konsumtif,29500000,18.0,36
DSB0003336,APP0005584,PR0025282,2025-12-18,BR005,AO020,Kredit Mikro,Mikro,49000000,21.0,18
DSB0003337,APP0005585,PR0025286,2026-03-22,BR004,AO013,Kredit Konsumtif,Konsumtif,117000000,18.0,18
DSB0003338,APP0005586,PR0025293,2025-09-14,BR005,AO017,Kredit Payroll,Payroll,187000000,15.5,12
DSB0003339,APP0005588,PR0025303,2026-04-12,BR005,AO018,Kredit Payroll,Payroll,146500000,15.5,36
DSB0003340,APP0005589,PR0025309,2026-01-07,BR002,AO005,Kredit Konsumtif,Konsumtif,70500000,18.0,18
DSB0003341,APP0005591,PR0025312,2025-11-10,BR003,AO012,Kredit Produktif SME,SME,94000000,19.0,48
DSB0003342,APP0005592,PR0025320,2026-01-31,BR005,AO018,Kredit Produktif SME,SME,283500000,19.0,48
DSB0003343,APP0005593,PR0025324,2026-05-19,BR005,AO019,Kredit Produktif SME,SME,189000000,19.0,12
DSB0003344,APP0005594,PR0025331,2025-09-24,BR004,AO013,Kredit Payroll,Payroll,99500000,15.5,48
DSB0003345,APP0005595,PR0025338,2025-09-30,BR007,AO026,Kredit Konsumtif,Konsumtif,143500000,18.0,36
DSB0003346,APP0005596,PR0025350,2025-12-01,BR005,AO017,Kredit Payroll,Payroll,49500000,15.5,24
DSB0003347,APP0005597,PR0025354,2026-03-17,BR001,AO002,Kredit Konsumtif,Konsumtif,120500000,18.0,12
DSB0003348,APP0005598,PR0025356,2026-04-18,BR004,AO014,Kredit Mikro,Mikro,29500000,21.0,12
DSB0003349,APP0005599,PR0025359,2025-10-31,BR001,AO003,Kredit Payroll,Payroll,71500000,15.5,24
DSB0003350,APP0005600,PR0025362,2025-10-31,BR004,AO013,Kredit Produktif SME,SME,147000000,19.0,12
DSB0003351,APP0005602,PR0025376,2025-10-01,BR004,AO013,Kredit Payroll,Payroll,99000000,15.5,48
DSB0003352,APP0005607,PR0025398,2025-12-13,BR001,AO002,Kredit Payroll,Payroll,139500000,15.5,60
DSB0003353,APP0005609,PR0025409,2025-08-31,BR004,AO014,Kredit Mikro,Mikro,73500000,21.0,18
DSB0003354,APP0005610,PR0025413,2026-04-16,BR004,AO013,Kredit Konsumtif,Konsumtif,149500000,18.0,24
DSB0003355,APP0005611,PR0025415,2026-03-03,BR001,AO004,Kredit Konsumtif,Konsumtif,49500000,18.0,36
DSB0003356,APP0005612,PR0025419,2026-01-29,BR002,AO005,Kredit Konsumtif,Konsumtif,30000000,18.0,36
DSB0003357,APP0005613,PR0025424,2026-01-28,BR007,AO026,Kredit Konsumtif,Konsumtif,139000000,18.0,24
DSB0003358,APP0005617,PR0025455,2026-04-10,BR003,AO010,Kredit Produktif SME,SME,199500000,19.0,48
DSB0003359,APP0005619,PR0025459,2025-10-01,BR007,AO028,Kredit Mikro,Mikro,70500000,21.0,36
DSB0003360,APP0005621,PR0025465,2025-08-21,BR007,AO028,Kredit Konsumtif,Konsumtif,69500000,18.0,12
DSB0003361,APP0005622,PR0025474,2025-11-28,BR002,AO006,Kredit Konsumtif,Konsumtif,117000000,18.0,36
DSB0003362,APP0005623,PR0025475,2026-04-16,BR005,AO017,Kredit Mikro,Mikro,30000000,21.0,18
DSB0003363,APP0005624,PR0025479,2026-05-31,BR006,AO023,Kredit Mikro,Mikro,19000000,21.0,24
DSB0003364,APP0005625,PR0025480,2025-10-31,BR004,AO014,Kredit Konsumtif,Konsumtif,49500000,18.0,36
DSB0003365,APP0005627,PR0025485,2026-02-28,BR004,AO016,Kredit Konsumtif,Konsumtif,98500000,18.0,24
DSB0003366,APP0005628,PR0025489,2026-06-12,BR001,AO003,Kredit Produktif SME,SME,146000000,19.0,48
DSB0003367,APP0005630,PR0025504,2025-08-23,BR005,AO019,Kredit Konsumtif,Konsumtif,48500000,18.0,36
DSB0003368,APP0005631,PR0025510,2025-10-15,BR004,AO015,Kredit Konsumtif,Konsumtif,93000000,18.0,18
DSB0003369,APP0005633,PR0025515,2026-01-12,BR006,AO023,Kredit Payroll,Payroll,190500000,15.5,24
DSB0003370,APP0005634,PR0025517,2025-10-21,BR002,AO008,Kredit Konsumtif,Konsumtif,74000000,18.0,12
DSB0003371,APP0005637,PR0025532,2026-04-12,BR003,AO012,Kredit Payroll,Payroll,94500000,15.5,48
DSB0003372,APP0005638,PR0025540,2025-12-01,BR003,AO012,Kredit Mikro,Mikro,49000000,21.0,18
DSB0003373,APP0005639,PR0025541,2025-10-01,BR001,AO003,Kredit Mikro,Mikro,19500000,21.0,24
DSB0003374,APP0005640,PR0025548,2026-06-24,BR007,AO028,Kredit Payroll,Payroll,48000000,15.5,60
DSB0003375,APP0005641,PR0025553,2026-05-31,BR003,AO011,Kredit Produktif SME,SME,145500000,19.0,60
DSB0003376,APP0005642,PR0025554,2025-10-29,BR003,AO009,Kredit Payroll,Payroll,69000000,15.5,36
DSB0003377,APP0005643,PR0025556,2025-07-31,BR002,AO008,Kredit Payroll,Payroll,94500000,15.5,48
DSB0003378,APP0005644,PR0025559,2025-08-18,BR006,AO022,Kredit Konsumtif,Konsumtif,115000000,18.0,36
DSB0003379,APP0005646,PR0025565,2025-10-01,BR003,AO012,Kredit Payroll,Payroll,148500000,15.5,48
DSB0003380,APP0005647,PR0025567,2026-06-15,BR001,AO003,Kredit Mikro,Mikro,19000000,21.0,12
DSB0003381,APP0005648,PR0025571,2026-01-18,BR006,AO024,Kredit Payroll,Payroll,48500000,15.5,48
DSB0003382,APP0005650,PR0025583,2025-10-22,BR002,AO006,Kredit Payroll,Payroll,140000000,15.5,24
DSB0003383,APP0005652,PR0025592,2025-11-09,BR002,AO005,Kredit Konsumtif,Konsumtif,145000000,18.0,18
DSB0003384,APP0005653,PR0025600,2026-03-13,BR002,AO008,Kredit Mikro,Mikro,95000000,21.0,18
DSB0003385,APP0005654,PR0025602,2026-03-16,BR006,AO022,Kredit Payroll,Payroll,188500000,15.5,48
DSB0003386,APP0005655,PR0025603,2026-05-14,BR003,AO012,Kredit Payroll,Payroll,189000000,15.5,12
DSB0003387,APP0005659,PR0025630,2025-10-01,BR001,AO001,Kredit Konsumtif,Konsumtif,140000000,18.0,24
DSB0003388,APP0005660,PR0025632,2026-01-31,BR002,AO005,Kredit Konsumtif,Konsumtif,94500000,18.0,12
DSB0003389,APP0005661,PR0025646,2026-01-15,BR002,AO007,Kredit Konsumtif,Konsumtif,143000000,18.0,24
DSB0003390,APP0005663,PR0025650,2026-03-26,BR002,AO008,Kredit Konsumtif,Konsumtif,46500000,18.0,24
DSB0003391,APP0005669,PR0025674,2026-02-28,BR005,AO018,Kredit Payroll,Payroll,74000000,15.5,24
DSB0003392,APP0005671,PR0025679,2025-07-20,BR005,AO019,Kredit Produktif SME,SME,299000000,19.0,24
DSB0003393,APP0005674,PR0025692,2025-11-24,BR007,AO026,Kredit Mikro,Mikro,19500000,21.0,18
DSB0003394,APP0005675,PR0025695,2025-12-30,BR004,AO013,Kredit Konsumtif,Konsumtif,143500000,18.0,36
DSB0003395,APP0005676,PR0025700,2025-11-23,BR007,AO026,Kredit Produktif SME,SME,193500000,19.0,36
DSB0003396,APP0005679,PR0025705,2026-02-27,BR005,AO020,Kredit Konsumtif,Konsumtif,72000000,18.0,36
DSB0003397,APP0005680,PR0025706,2025-08-27,BR002,AO007,Kredit Mikro,Mikro,47000000,21.0,18
DSB0003398,APP0005681,PR0025708,2025-12-09,BR002,AO006,Kredit Mikro,Mikro,29000000,21.0,24
DSB0003399,APP0005684,PR0025742,2025-10-01,BR002,AO006,Kredit Konsumtif,Konsumtif,116500000,18.0,12
DSB0003400,APP0005686,PR0025750,2026-03-10,BR003,AO011,Kredit Payroll,Payroll,148000000,15.5,36
DSB0003401,APP0005690,PR0025774,2026-01-16,BR006,AO022,Kredit Mikro,Mikro,74500000,21.0,12
DSB0003402,APP0005691,PR0025776,2026-06-17,BR006,AO024,Kredit Payroll,Payroll,145500000,15.5,36
DSB0003403,APP0005692,PR0025777,2026-03-14,BR001,AO001,Kredit Konsumtif,Konsumtif,124000000,18.0,12
DSB0003404,APP0005693,PR0025779,2025-09-12,BR006,AO023,Kredit Mikro,Mikro,70500000,21.0,36
DSB0003405,APP0005698,PR0025809,2025-08-21,BR006,AO022,Kredit Konsumtif,Konsumtif,142000000,18.0,18
DSB0003406,APP0005699,PR0025810,2025-09-22,BR002,AO006,Kredit Konsumtif,Konsumtif,99500000,18.0,36
DSB0003407,APP0005702,PR0025827,2026-02-13,BR006,AO024,Kredit Mikro,Mikro,95000000,21.0,36
DSB0003408,APP0005705,PR0025840,2026-02-26,BR002,AO008,Kredit Payroll,Payroll,49500000,15.5,36
DSB0003409,APP0005706,PR0025845,2025-12-17,BR003,AO012,Kredit Konsumtif,Konsumtif,73000000,18.0,18
DSB0003410,APP0005707,PR0025851,2025-10-17,BR003,AO012,Kredit Konsumtif,Konsumtif,115500000,18.0,12
DSB0003411,APP0005708,PR0025853,2026-05-28,BR007,AO028,Kredit Konsumtif,Konsumtif,144500000,18.0,12
DSB0003412,APP0005709,PR0025855,2026-02-28,BR002,AO008,Kredit Konsumtif,Konsumtif,149500000,18.0,36
DSB0003413,APP0005710,PR0025863,2026-04-22,BR003,AO010,Kredit Mikro,Mikro,28500000,21.0,24
DSB0003414,APP0005711,PR0025870,2026-04-16,BR005,AO018,Kredit Konsumtif,Konsumtif,49500000,18.0,18
DSB0003415,APP0005712,PR0025875,2026-03-31,BR001,AO002,Kredit Payroll,Payroll,49500000,15.5,24
DSB0003416,APP0005714,PR0025886,2025-08-31,BR006,AO022,Kredit Produktif SME,SME,287000000,19.0,36
DSB0003417,APP0005715,PR0025894,2026-03-02,BR005,AO017,Kredit Konsumtif,Konsumtif,123000000,18.0,24
DSB0003418,APP0005716,PR0025897,2026-01-29,BR006,AO023,Kredit Konsumtif,Konsumtif,28000000,18.0,24
DSB0003419,APP0005718,PR0025910,2026-03-07,BR002,AO008,Kredit Payroll,Payroll,73000000,15.5,12
DSB0003420,APP0005719,PR0025914,2026-03-03,BR005,AO018,Kredit Payroll,Payroll,49000000,15.5,48
DSB0003421,APP0005723,PR0025925,2025-11-24,BR001,AO003,Kredit Konsumtif,Konsumtif,95500000,18.0,18
DSB0003422,APP0005724,PR0025931,2025-09-30,BR004,AO014,Kredit Payroll,Payroll,71000000,15.5,36
DSB0003423,APP0005726,PR0025936,2025-10-19,BR002,AO006,Kredit Payroll,Payroll,70000000,15.5,12
DSB0003424,APP0005727,PR0025939,2026-07-01,BR001,AO004,Kredit Konsumtif,Konsumtif,28500000,18.0,36
DSB0003425,APP0005728,PR0025949,2026-01-21,BR001,AO002,Kredit Produktif SME,SME,139000000,19.0,48
DSB0003426,APP0005729,PR0025952,2025-10-31,BR001,AO001,Kredit Mikro,Mikro,73000000,21.0,12
DSB0003427,APP0005734,PR0025982,2025-10-20,BR003,AO010,Kredit Konsumtif,Konsumtif,30000000,18.0,12
DSB0003428,APP0005736,PR0026002,2025-10-18,BR004,AO015,Kredit Konsumtif,Konsumtif,146000000,18.0,12
DSB0003429,APP0005740,PR0026017,2025-11-11,BR005,AO018,Kredit Produktif SME,SME,185500000,19.0,12
DSB0003430,APP0005741,PR0026018,2026-01-15,BR005,AO018,Kredit Payroll,Payroll,93000000,15.5,60
DSB0003431,APP0005742,PR0026019,2025-12-01,BR006,AO022,Kredit Payroll,Payroll,93500000,15.5,12
DSB0003432,APP0005743,PR0026024,2026-02-25,BR002,AO007,Kredit Payroll,Payroll,194500000,15.5,24
DSB0003433,APP0005746,PR0026037,2025-11-24,BR001,AO003,Kredit Payroll,Payroll,147500000,15.5,48
DSB0003434,APP0005749,PR0026044,2026-04-06,BR005,AO018,Kredit Produktif SME,SME,296500000,19.0,24
DSB0003435,APP0005751,PR0026066,2025-11-11,BR003,AO010,Kredit Konsumtif,Konsumtif,99000000,18.0,24
DSB0003436,APP0005753,PR0026080,2026-01-17,BR002,AO006,Kredit Produktif SME,SME,197500000,19.0,12
DSB0003437,APP0005754,PR0026081,2026-01-13,BR003,AO009,Kredit Konsumtif,Konsumtif,46500000,18.0,12
DSB0003438,APP0005755,PR0026083,2025-12-27,BR005,AO017,Kredit Payroll,Payroll,147000000,15.5,60
DSB0003439,APP0005757,PR0026090,2025-12-16,BR007,AO027,Kredit Konsumtif,Konsumtif,138500000,18.0,24
DSB0003440,APP0005761,PR0026100,2026-01-30,BR001,AO003,Kredit Payroll,Payroll,48500000,15.5,48
DSB0003441,APP0005763,PR0026104,2025-08-28,BR005,AO020,Kredit Produktif SME,SME,95000000,19.0,60
DSB0003442,APP0005764,PR0026109,2026-06-23,BR006,AO023,Kredit Konsumtif,Konsumtif,98000000,18.0,24
DSB0003443,APP0005767,PR0026115,2026-03-27,BR003,AO012,Kredit Konsumtif,Konsumtif,49000000,18.0,12
DSB0003444,APP0005768,PR0026118,2026-06-30,BR001,AO004,Kredit Payroll,Payroll,47000000,15.5,48
DSB0003445,APP0005770,PR0026128,2025-09-07,BR003,AO012,Kredit Konsumtif,Konsumtif,142000000,18.0,18
DSB0003446,APP0005771,PR0026131,2025-12-12,BR006,AO022,Kredit Produktif SME,SME,191500000,19.0,24
DSB0003447,APP0005773,PR0026144,2026-05-15,BR004,AO016,Kredit Produktif SME,SME,188000000,19.0,48
DSB0003448,APP0005774,PR0026148,2025-10-18,BR007,AO026,Kredit Konsumtif,Konsumtif,93000000,18.0,12
DSB0003449,APP0005776,PR0026161,2025-08-30,BR002,AO007,Kredit Payroll,Payroll,48500000,15.5,12
DSB0003450,APP0005778,PR0026164,2025-10-15,BR006,AO021,Kredit Mikro,Mikro,50000000,21.0,36
DSB0003451,APP0005780,PR0026169,2026-04-10,BR007,AO027,Kredit Produktif SME,SME,187500000,19.0,36
DSB0003452,APP0005781,PR0026177,2025-07-22,BR001,AO002,Kredit Produktif SME,SME,142000000,19.0,36
DSB0003453,APP0005782,PR0026181,2026-01-21,BR004,AO013,Kredit Produktif SME,SME,949500000,19.0,48
DSB0003454,APP0005783,PR0026182,2026-05-01,BR004,AO015,Kredit Konsumtif,Konsumtif,142500000,18.0,24
DSB0003455,APP0005784,PR0026195,2026-05-17,BR006,AO024,Kredit Konsumtif,Konsumtif,119500000,18.0,36
DSB0003456,APP0005785,PR0026202,2025-08-18,BR007,AO028,Kredit Produktif SME,SME,96000000,19.0,36
DSB0003457,APP0005787,PR0026204,2025-08-31,BR002,AO005,Kredit Konsumtif,Konsumtif,96000000,18.0,36
DSB0003458,APP0005789,PR0026221,2026-03-31,BR001,AO004,Kredit Mikro,Mikro,28000000,21.0,24
DSB0003459,APP0005790,PR0026224,2025-12-01,BR006,AO023,Kredit Konsumtif,Konsumtif,121500000,18.0,36
DSB0003460,APP0005791,PR0026226,2025-07-15,BR005,AO020,Kredit Mikro,Mikro,47000000,21.0,36
DSB0003461,APP0005793,PR0026230,2026-02-18,BR001,AO003,Kredit Konsumtif,Konsumtif,119500000,18.0,36
DSB0003462,APP0005794,PR0026238,2025-12-09,BR007,AO025,Kredit Produktif SME,SME,941500000,19.0,24
DSB0003463,APP0005796,PR0026257,2026-03-31,BR001,AO002,Kredit Payroll,Payroll,140500000,15.5,24
DSB0003464,APP0005799,PR0026262,2025-10-31,BR003,AO010,Kredit Konsumtif,Konsumtif,146000000,18.0,18
DSB0003465,APP0005800,PR0026264,2025-12-26,BR001,AO004,Kredit Payroll,Payroll,199000000,15.5,60
DSB0003466,APP0005801,PR0026269,2025-08-31,BR003,AO011,Kredit Payroll,Payroll,48000000,15.5,36
DSB0003467,APP0005803,PR0026282,2026-01-31,BR001,AO004,Kredit Konsumtif,Konsumtif,74000000,18.0,18
DSB0003468,APP0005804,PR0026288,2026-03-14,BR001,AO002,Kredit Payroll,Payroll,94500000,15.5,12
DSB0003469,APP0005805,PR0026289,2026-03-17,BR003,AO010,Kredit Produktif SME,SME,144500000,19.0,24
DSB0003470,APP0005809,PR0026302,2025-07-31,BR005,AO018,Kredit Produktif SME,SME,187000000,19.0,36
DSB0003471,APP0005810,PR0026308,2025-10-28,BR004,AO014,Kredit Konsumtif,Konsumtif,95500000,18.0,12
DSB0003472,APP0005811,PR0026309,2026-01-26,BR001,AO004,Kredit Payroll,Payroll,142000000,15.5,12
DSB0003473,APP0005812,PR0026318,2025-08-31,BR006,AO022,Kredit Payroll,Payroll,199500000,15.5,24
DSB0003474,APP0005816,PR0026329,2026-02-19,BR004,AO013,Kredit Mikro,Mikro,73000000,21.0,24
DSB0003475,APP0005817,PR0026330,2026-05-01,BR003,AO010,Kredit Mikro,Mikro,48000000,21.0,12
DSB0003476,APP0005820,PR0026339,2026-05-01,BR006,AO024,Kredit Payroll,Payroll,47500000,15.5,24
DSB0003477,APP0005826,PR0026382,2025-08-31,BR006,AO022,Kredit Produktif SME,SME,699000000,19.0,60
DSB0003478,APP0005827,PR0026385,2026-06-17,BR006,AO022,Kredit Mikro,Mikro,95500000,21.0,12
DSB0003479,APP0005828,PR0026395,2026-06-29,BR002,AO006,Kredit Payroll,Payroll,46500000,15.5,60
DSB0003480,APP0005831,PR0026399,2026-06-24,BR006,AO024,Kredit Produktif SME,SME,188000000,19.0,36
DSB0003481,APP0005832,PR0026407,2026-01-29,BR001,AO001,Kredit Konsumtif,Konsumtif,141500000,18.0,18
DSB0003482,APP0005836,PR0026426,2025-12-29,BR002,AO006,Kredit Konsumtif,Konsumtif,29500000,18.0,36
DSB0003483,APP0005837,PR0026427,2025-09-26,BR007,AO027,Kredit Payroll,Payroll,143000000,15.5,24
DSB0003484,APP0005838,PR0026432,2025-08-31,BR002,AO008,Kredit Payroll,Payroll,75000000,15.5,12
DSB0003485,APP0005839,PR0026434,2025-11-25,BR005,AO018,Kredit Produktif SME,SME,149000000,19.0,12
DSB0003486,APP0005840,PR0026435,2025-09-08,BR001,AO001,Kredit Produktif SME,SME,93000000,19.0,48
DSB0003487,APP0005842,PR0026443,2026-01-20,BR001,AO002,Kredit Produktif SME,SME,975500000,19.0,48
DSB0003488,APP0005843,PR0026447,2025-12-01,BR002,AO006,Kredit Konsumtif,Konsumtif,73500000,18.0,24
DSB0003489,APP0005844,PR0026449,2025-11-15,BR002,AO008,Kredit Mikro,Mikro,72500000,21.0,36
DSB0003490,APP0005845,PR0026451,2025-07-28,BR002,AO005,Kredit Produktif SME,SME,281500000,19.0,60
DSB0003491,APP0005847,PR0026453,2026-04-18,BR007,AO025,Kredit Konsumtif,Konsumtif,49500000,18.0,18
DSB0003492,APP0005849,PR0026463,2025-08-31,BR002,AO006,Kredit Konsumtif,Konsumtif,72000000,18.0,12
DSB0003493,APP0005852,PR0026470,2026-03-16,BR001,AO002,Kredit Konsumtif,Konsumtif,46000000,18.0,24
DSB0003494,APP0005854,PR0026475,2026-04-25,BR005,AO018,Kredit Payroll,Payroll,100000000,15.5,36
DSB0003495,APP0005856,PR0026483,2025-12-01,BR006,AO024,Kredit Produktif SME,SME,280000000,19.0,48
DSB0003496,APP0005858,PR0026486,2025-11-20,BR004,AO015,Kredit Payroll,Payroll,94000000,15.5,12
DSB0003497,APP0005859,PR0026495,2025-08-16,BR001,AO002,Kredit Konsumtif,Konsumtif,73000000,18.0,24
DSB0003498,APP0005861,PR0026509,2025-10-30,BR003,AO010,Kredit Payroll,Payroll,49000000,15.5,24
DSB0003499,APP0005862,PR0026512,2026-06-23,BR007,AO028,Kredit Produktif SME,SME,283500000,19.0,36
DSB0003500,APP0005867,PR0026537,2025-11-28,BR002,AO007,Kredit Payroll,Payroll,74000000,15.5,60
DSB0003501,APP0005870,PR0026547,2026-01-22,BR003,AO012,Kredit Mikro,Mikro,47000000,21.0,24
DSB0003502,APP0005871,PR0026551,2026-03-27,BR006,AO022,Kredit Mikro,Mikro,29500000,21.0,36
DSB0003503,APP0005872,PR0026573,2025-10-12,BR005,AO020,Kredit Mikro,Mikro,30000000,21.0,12
DSB0003504,APP0005873,PR0026578,2025-07-15,BR001,AO003,Kredit Payroll,Payroll,198000000,15.5,36
DSB0003505,APP0005874,PR0026581,2026-02-25,BR002,AO007,Kredit Payroll,Payroll,48000000,15.5,60
DSB0003506,APP0005875,PR0026589,2026-04-18,BR001,AO004,Kredit Mikro,Mikro,19000000,21.0,18
DSB0003507,APP0005876,PR0026591,2025-09-12,BR002,AO006,Kredit Mikro,Mikro,97000000,21.0,24
DSB0003508,APP0005879,PR0026608,2026-06-25,BR003,AO010,Kredit Konsumtif,Konsumtif,30000000,18.0,18
DSB0003509,APP0005881,PR0026614,2026-06-24,BR001,AO001,Kredit Mikro,Mikro,28000000,21.0,36
DSB0003510,APP0005882,PR0026619,2026-03-03,BR003,AO010,Kredit Payroll,Payroll,138500000,15.5,60
DSB0003511,APP0005884,PR0026627,2025-12-01,BR001,AO003,Kredit Payroll,Payroll,195000000,15.5,12
DSB0003512,APP0005885,PR0026629,2025-12-01,BR002,AO006,Kredit Produktif SME,SME,480000000,19.0,24
DSB0003513,APP0005888,PR0026649,2026-05-11,BR007,AO028,Kredit Payroll,Payroll,74000000,15.5,60
DSB0003514,APP0005891,PR0026656,2026-05-31,BR002,AO007,Kredit Konsumtif,Konsumtif,72000000,18.0,36
DSB0003515,APP0005892,PR0026657,2026-05-01,BR002,AO005,Kredit Konsumtif,Konsumtif,95000000,18.0,24
DSB0003516,APP0005893,PR0026661,2026-06-23,BR004,AO014,Kredit Mikro,Mikro,46500000,21.0,24
DSB0003517,APP0005894,PR0026664,2026-05-30,BR004,AO013,Kredit Mikro,Mikro,99500000,21.0,18
DSB0003518,APP0005895,PR0026666,2026-01-24,BR007,AO028,Kredit Konsumtif,Konsumtif,140000000,18.0,18
DSB0003519,APP0005896,PR0026669,2026-01-30,BR002,AO008,Kredit Mikro,Mikro,97000000,21.0,24
DSB0003520,APP0005897,PR0026670,2025-10-31,BR004,AO014,Kredit Konsumtif,Konsumtif,75000000,18.0,36
DSB0003521,APP0005899,PR0026691,2026-03-13,BR001,AO001,Kredit Konsumtif,Konsumtif,122000000,18.0,36
DSB0003522,APP0005900,PR0026693,2025-08-21,BR004,AO016,Kredit Konsumtif,Konsumtif,29000000,18.0,18
DSB0003523,APP0005902,PR0026699,2025-07-31,BR007,AO028,Kredit Mikro,Mikro,19500000,21.0,18
DSB0003524,APP0005904,PR0026712,2026-01-23,BR002,AO006,Kredit Konsumtif,Konsumtif,73000000,18.0,24
DSB0003525,APP0005905,PR0026717,2025-10-09,BR007,AO025,Kredit Produktif SME,SME,145000000,19.0,12
DSB0003526,APP0005906,PR0026719,2026-01-19,BR003,AO012,Kredit Payroll,Payroll,147500000,15.5,36
DSB0003527,APP0005908,PR0026733,2025-12-31,BR003,AO009,Kredit Konsumtif,Konsumtif,121000000,18.0,36
DSB0003528,APP0005909,PR0026735,2025-09-09,BR002,AO005,Kredit Payroll,Payroll,148000000,15.5,60
DSB0003529,APP0005910,PR0026738,2025-07-31,BR005,AO020,Kredit Produktif SME,SME,141000000,19.0,12
DSB0003530,APP0005912,PR0026744,2026-05-14,BR004,AO013,Kredit Produktif SME,SME,95000000,19.0,36
DSB0003531,APP0005914,PR0026749,2026-02-24,BR005,AO018,Kredit Produktif SME,SME,94500000,19.0,36
DSB0003532,APP0005916,PR0026759,2026-02-25,BR001,AO003,Kredit Produktif SME,SME,146000000,19.0,12
DSB0003533,APP0005918,PR0026763,2026-01-31,BR001,AO001,Kredit Produktif SME,SME,471000000,19.0,60
DSB0003534,APP0005919,PR0026768,2025-10-27,BR002,AO007,Kredit Mikro,Mikro,29000000,21.0,36
DSB0003535,APP0005922,PR0026785,2025-12-31,BR002,AO008,Kredit Mikro,Mikro,46000000,21.0,12
DSB0003536,APP0005928,PR0026804,2025-12-17,BR003,AO011,Kredit Produktif SME,SME,142500000,19.0,60
DSB0003537,APP0005929,PR0026810,2025-07-16,BR004,AO013,Kredit Payroll,Payroll,49000000,15.5,36
DSB0003538,APP0005930,PR0026821,2026-06-26,BR005,AO019,Kredit Konsumtif,Konsumtif,142500000,18.0,12
DSB0003539,APP0005932,PR0026828,2025-08-19,BR002,AO007,Kredit Payroll,Payroll,193000000,15.5,24
DSB0003540,APP0005935,PR0026834,2025-08-17,BR001,AO003,Kredit Payroll,Payroll,98000000,15.5,48
