campaign_id,campaign_date,month,branch_id,source,campaign_type,campaign_name,ad_spend
CMP0000479,2026-05-01,2026-05-01,BR001,Facebook Ads,Digital,Facebook Ads - May-2026 - 01,15580000
CMP0000480,2026-05-04,2026-05-01,BR003,Instagram Ads,Digital,Instagram Ads - May-2026 - 05,7220000
CMP0000481,2026-05-21,2026-05-01,BR003,Telemarketing,Outbound,Telemarketing - May-2026 - 09,3365000
CMP0000482,2026-05-05,2026-05-01,BR002,Referral,Organic/Referral,Referral - May-2026 - 03,3295000
CMP0000483,2026-05-10,2026-05-01,BR006,WhatsApp,Digital,WhatsApp - May-2026 - 09,5535000
CMP0000484,2026-05-04,2026-05-01,BR002,WhatsApp,Digital,WhatsApp - May-2026 - 09,7325000
CMP0000485,2026-05-11,2026-05-01,BR007,Walk-in,Organic/Branch,Walk-in - May-2026 - 08,1640000
CMP0000486,2026-05-17,2026-05-01,BR007,Instagram Ads,Digital,Instagram Ads - May-2026 - 01,9355000
CMP0000487,2026-05-01,2026-05-01,BR001,Event,Offline/Event,Event - May-2026 - 07,5515000
CMP0000488,2026-05-02,2026-05-01,BR003,WhatsApp,Digital,WhatsApp - May-2026 - 03,7245000
CMP0000489,2026-05-17,2026-05-01,BR004,Telemarketing,Outbound,Telemarketing - May-2026 - 03,5145000
CMP0000490,2026-05-28,2026-05-01,BR005,WhatsApp,Digital,WhatsApp - May-2026 - 01,7610000
CMP0000491,2026-06-24,2026-06-01,BR006,Referral,Organic/Referral,Referral - Jun-2026 - 04,2550000
CMP0000492,2026-06-25,2026-06-01,BR001,Referral,Organic/Referral,Referral - Jun-2026 - 05,3600000
CMP0000493,2026-06-27,2026-06-01,BR002,Referral,Organic/Referral,Referral - Jun-2026 - 07,1735000
CMP0000494,2026-06-02,2026-06-01,BR003,Instagram Ads,Digital,Instagram Ads - Jun-2026 - 08,5545000
CMP0000495,2026-06-26,2026-06-01,BR005,Telemarketing,Outbound,Telemarketing - Jun-2026 - 05,4700000
CMP0000496,2026-06-11,2026-06-01,BR001,Instagram Ads,Digital,Instagram Ads - Jun-2026 - 07,9955000
CMP0000497,2026-06-23,2026-06-01,BR002,Walk-in,Organic/Branch,Walk-in - Jun-2026 - 06,1870000
CMP0000498,2026-06-12,2026-06-01,BR003,WhatsApp,Digital,WhatsApp - Jun-2026 - 04,6230000
CMP0000499,2026-06-09,2026-06-01,BR005,Walk-in,Organic/Branch,Walk-in - Jun-2026 - 08,1830000
CMP0000500,2026-06-17,2026-06-01,BR002,Telemarketing,Outbound,Telemarketing - Jun-2026 - 03,5935000
CMP0000501,2026-06-14,2026-06-01,BR006,WhatsApp,Digital,WhatsApp - Jun-2026 - 02,9320000
CMP0000502,2026-06-27,2026-06-01,BR002,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 02,18415000
CMP0000503,2026-06-09,2026-06-01,BR003,WhatsApp,Digital,WhatsApp - Jun-2026 - 05,9120000
CMP0000504,2026-06-16,2026-06-01,BR002,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 04,19280000
CMP0000505,2026-06-03,2026-06-01,BR006,Event,Offline/Event,Event - Jun-2026 - 02,3655000
CMP0000506,2026-06-18,2026-06-01,BR006,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 04,10165000
CMP0000507,2026-06-13,2026-06-01,BR005,Referral,Organic/Referral,Referral - Jun-2026 - 08,1490000
CMP0000508,2026-06-05,2026-06-01,BR002,Walk-in,Organic/Branch,Walk-in - Jun-2026 - 08,730000
CMP0000509,2026-06-24,2026-06-01,BR002,Telemarketing,Outbound,Telemarketing - Jun-2026 - 03,5895000
CMP0000510,2026-06-20,2026-06-01,BR002,Instagram Ads,Digital,Instagram Ads - Jun-2026 - 03,13200000
CMP0000511,2026-06-13,2026-06-01,BR006,Telemarketing,Outbound,Telemarketing - Jun-2026 - 06,5640000
CMP0000512,2026-06-22,2026-06-01,BR003,WhatsApp,Digital,WhatsApp - Jun-2026 - 06,8885000
CMP0000513,2026-06-13,2026-06-01,BR005,WhatsApp,Digital,WhatsApp - Jun-2026 - 05,4905000
CMP0000514,2026-06-17,2026-06-01,BR002,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 04,7800000
CMP0000515,2026-06-02,2026-06-01,BR006,Instagram Ads,Digital,Instagram Ads - Jun-2026 - 08,11520000
CMP0000516,2026-06-04,2026-06-01,BR007,Walk-in,Organic/Branch,Walk-in - Jun-2026 - 02,1005000
CMP0000517,2026-06-03,2026-06-01,BR003,Event,Offline/Event,Event - Jun-2026 - 03,7185000
CMP0000518,2026-06-27,2026-06-01,BR007,Referral,Organic/Referral,Referral - Jun-2026 - 04,2930000
CMP0000519,2026-06-21,2026-06-01,BR003,Event,Offline/Event,Event - Jun-2026 - 04,4750000
CMP0000520,2026-06-21,2026-06-01,BR002,Referral,Organic/Referral,Referral - Jun-2026 - 04,3205000
CMP0000521,2026-06-23,2026-06-01,BR001,Referral,Organic/Referral,Referral - Jun-2026 - 01,2870000
CMP0000522,2026-06-18,2026-06-01,BR001,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 06,9115000
CMP0000523,2026-06-24,2026-06-01,BR001,Referral,Organic/Referral,Referral - Jun-2026 - 01,3090000
CMP0000524,2026-06-16,2026-06-01,BR001,WhatsApp,Digital,WhatsApp - Jun-2026 - 08,4905000
CMP0000525,2026-06-10,2026-06-01,BR002,WhatsApp,Digital,WhatsApp - Jun-2026 - 03,4865000
CMP0000526,2026-06-08,2026-06-01,BR003,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 01,12230000
CMP0000527,2026-06-13,2026-06-01,BR002,Facebook Ads,Digital,Facebook Ads - Jun-2026 - 07,8430000
CMP0000528,2026-06-27,2026-06-01,BR004,Event,Offline/Event,Event - Jun-2026 - 08,6995000
