application_id,prospect_id,application_date,decision_date,ao_id,branch_id,product,segment,requested_amount,monthly_income,tenor_months,application_status,processing_days
APP0003930,PR0017902,2025-12-10,2025-12-12,AO004,BR001,Kredit Payroll,Payroll,150000000,7346886,60,Approved,2
APP0003931,PR0017903,2026-06-19,2026-06-25,AO025,BR007,Kredit Konsumtif,Konsumtif,100000000,9272381,36,Rejected,6
APP0003932,PR0017918,2025-10-12,2025-10-14,AO011,BR003,Kredit Konsumtif,Konsumtif,50000000,7939195,24,Cancelled,2
APP0003933,PR0017921,2026-01-26,2026-01-30,AO014,BR004,Kredit Payroll,Payroll,150000000,6461671,60,Approved,4
APP0003934,PR0017922,2025-07-26,2025-07-30,AO008,BR002,Kredit Mikro,Mikro,20000000,2500000,36,Approved,4
APP0003935,PR0017925,2026-06-16,2026-06-19,AO013,BR004,Kredit Payroll,Payroll,200000000,6666115,48,Approved,3
APP0003936,PR0017935,2025-09-25,2025-09-30,AO012,BR003,Kredit Mikro,Mikro,20000000,4995796,12,Approved,5
APP0003937,PR0017938,2026-05-21,2026-05-26,AO016,BR004,Kredit Mikro,Mikro,100000000,6642291,18,Rejected,5
APP0003938,PR0017942,2025-10-08,2025-10-11,AO002,BR001,Kredit Konsumtif,Konsumtif,150000000,4438047,24,Rejected,3
APP0003939,PR0017943,2026-06-07,2026-06-13,AO022,BR006,Kredit Produktif SME,SME,300000000,26889690,36,Approved,6
APP0003940,PR0017944,2026-05-11,2026-05-14,AO013,BR004,Kredit Payroll,Payroll,75000000,4500000,48,Cancelled,3
APP0003941,PR0017955,2025-09-22,2025-09-24,AO025,BR007,Kredit Mikro,Mikro,20000000,5533179,24,Approved,2
APP0003942,PR0017956,2026-06-07,2026-06-10,AO013,BR004,Kredit Mikro,Mikro,30000000,5066400,24,Approved,3
APP0003943,PR0017959,2025-07-13,2025-07-16,AO003,BR001,Kredit Produktif SME,SME,300000000,7000000,60,Approved,3
APP0003944,PR0017961,2026-05-21,2026-05-23,AO021,BR006,Kredit Konsumtif,Konsumtif,125000000,5713183,12,Approved,2
APP0003945,PR0017962,2025-10-19,2025-10-27,AO020,BR005,Kredit Payroll,Payroll,150000000,13533346,60,Rejected,8
APP0003946,PR0017965,2026-04-29,2026-04-30,AO001,BR001,Kredit Mikro,Mikro,100000000,4138490,18,Approved,1
APP0003947,PR0017968,2026-01-05,2026-01-08,AO019,BR005,Kredit Konsumtif,Konsumtif,75000000,7641372,36,Approved,3
APP0003948,PR0017971,2025-12-20,2025-12-23,AO024,BR006,Kredit Payroll,Payroll,200000000,7114832,48,Approved,3
APP0003949,PR0017978,2025-12-19,2025-12-21,AO006,BR002,Kredit Mikro,Mikro,75000000,7582501,18,Rejected,2
APP0003950,PR0017986,2025-11-11,2025-11-15,AO028,BR007,Kredit Produktif SME,SME,500000000,12287769,60,Rejected,4
APP0003951,PR0017989,2026-01-29,2026-01-30,AO008,BR002,Kredit Produktif SME,SME,100000000,18443497,12,Rejected,1
APP0003952,PR0017990,2025-07-17,2025-07-21,AO018,BR005,Kredit Konsumtif,Konsumtif,75000000,9231044,36,Rejected,4
APP0003953,PR0017996,2025-10-20,2025-10-21,AO006,BR002,Kredit Konsumtif,Konsumtif,100000000,5362282,12,Approved,1
APP0003954,PR0017999,2025-10-17,2025-10-18,AO022,BR006,Kredit Mikro,Mikro,100000000,7564553,18,Approved,1
APP0003955,PR0018001,2025-12-26,2025-12-27,AO010,BR003,Kredit Payroll,Payroll,50000000,9778035,36,Approved,1
APP0003956,PR0018005,2026-02-05,2026-02-07,AO028,BR007,Kredit Produktif SME,SME,1000000000,8137517,12,Approved,2
APP0003957,PR0018020,2025-09-11,2025-09-12,AO011,BR003,Kredit Mikro,Mikro,100000000,4025460,18,Rejected,1
APP0003958,PR0018031,2025-08-29,2025-08-30,AO009,BR003,Kredit Payroll,Payroll,150000000,8806942,12,Approved,1
APP0003959,PR0018032,2025-08-02,2025-08-07,AO011,BR003,Kredit Mikro,Mikro,100000000,6956244,36,Cancelled,5
APP0003960,PR0018036,2025-07-29,2025-07-30,AO003,BR001,Kredit Produktif SME,SME,100000000,20908578,60,Approved,1
APP0003961,PR0018038,2025-11-07,2025-11-12,AO028,BR007,Kredit Mikro,Mikro,50000000,5943832,12,Rejected,5
APP0003962,PR0018039,2025-11-13,2025-11-18,AO010,BR003,Kredit Konsumtif,Konsumtif,50000000,3500000,24,Approved,5
APP0003963,PR0018042,2026-05-27,2026-05-28,AO001,BR001,Kredit Payroll,Payroll,150000000,7165996,60,Approved,1
APP0003964,PR0018044,2025-11-25,2025-11-28,AO003,BR001,Kredit Payroll,Payroll,100000000,4500000,24,Approved,3
APP0003965,PR0018047,2026-06-06,2026-06-07,AO005,BR002,Kredit Payroll,Payroll,150000000,7371117,36,Approved,1
APP0003966,PR0018048,2026-02-26,2026-02-28,AO027,BR007,Kredit Payroll,Payroll,50000000,7192409,60,Approved,2
APP0003967,PR0018049,2026-04-20,2026-04-22,AO003,BR001,Kredit Konsumtif,Konsumtif,50000000,8148958,24,Approved,2
APP0003968,PR0018056,2025-08-26,2025-08-29,AO002,BR001,Kredit Konsumtif,Konsumtif,125000000,7411126,36,Cancelled,3
APP0003969,PR0018060,2026-02-05,2026-02-08,AO006,BR002,Kredit Mikro,Mikro,20000000,5071216,12,Approved,3
APP0003970,PR0018061,2025-10-19,2025-10-21,AO024,BR006,Kredit Produktif SME,SME,150000000,10522529,24,Rejected,2
APP0003971,PR0018064,2026-04-19,2026-04-20,AO012,BR003,Kredit Mikro,Mikro,75000000,5594505,36,Approved,1
APP0003972,PR0018075,2026-05-19,2026-05-29,AO006,BR002,Kredit Produktif SME,SME,750000000,22976994,12,Approved,10
APP0003973,PR0018082,2026-01-24,2026-01-26,AO008,BR002,Kredit Konsumtif,Konsumtif,125000000,5925784,24,Approved,2
APP0003974,PR0018091,2025-12-20,2025-12-23,AO028,BR007,Kredit Payroll,Payroll,200000000,5616895,48,Approved,3
APP0003975,PR0018092,2026-02-04,2026-02-05,AO025,BR007,Kredit Konsumtif,Konsumtif,30000000,6357512,12,Approved,1
APP0003976,PR0018096,2026-02-17,2026-02-21,AO017,BR005,Kredit Konsumtif,Konsumtif,30000000,7968449,12,Cancelled,4
APP0003977,PR0018102,2025-08-12,2025-08-14,AO016,BR004,Kredit Konsumtif,Konsumtif,50000000,8813397,18,Approved,2
APP0003978,PR0018108,2026-06-27,2026-06-29,AO027,BR007,Kredit Mikro,Mikro,75000000,5256798,18,Approved,2
APP0003979,PR0018111,2026-04-17,2026-04-20,AO007,BR002,Kredit Produktif SME,SME,500000000,7128539,36,Approved,3
APP0003980,PR0018117,2025-09-24,2025-09-26,AO019,BR005,Kredit Konsumtif,Konsumtif,150000000,5654490,18,Approved,2
APP0003981,PR0018124,2026-02-20,2026-02-24,AO026,BR007,Kredit Mikro,Mikro,50000000,5820878,36,Approved,4
APP0003982,PR0018128,2026-02-25,2026-02-26,AO005,BR002,Kredit Mikro,Mikro,50000000,6671728,36,Approved,1
APP0003983,PR0018135,2026-02-22,2026-03-02,AO004,BR001,Kredit Konsumtif,Konsumtif,125000000,7324805,18,Approved,8
APP0003984,PR0018136,2025-08-08,2025-08-09,AO021,BR006,Kredit Konsumtif,Konsumtif,125000000,6830285,12,Rejected,1
APP0003985,PR0018137,2026-02-20,2026-02-22,AO011,BR003,Kredit Payroll,Payroll,75000000,8041914,60,Approved,2
APP0003986,PR0018147,2026-03-15,2026-03-17,AO012,BR003,Kredit Payroll,Payroll,150000000,4693873,24,Approved,2
APP0003987,PR0018148,2025-12-09,2025-12-11,AO004,BR001,Kredit Payroll,Payroll,75000000,10594233,36,Approved,2
APP0003988,PR0018152,2026-06-25,2026-06-28,AO009,BR003,Kredit Konsumtif,Konsumtif,100000000,5276401,12,Approved,3
APP0003989,PR0018153,2026-01-05,2026-01-08,AO009,BR003,Kredit Produktif SME,SME,200000000,11033180,12,Cancelled,3
APP0003990,PR0018154,2025-10-23,2025-10-25,AO006,BR002,Kredit Payroll,Payroll,100000000,8868865,24,Approved,2
APP0003991,PR0018156,2026-02-11,2026-02-14,AO001,BR001,Kredit Konsumtif,Konsumtif,125000000,10563806,18,Approved,3
APP0003992,PR0018159,2026-02-23,2026-02-28,AO010,BR003,Kredit Mikro,Mikro,20000000,5481833,24,Approved,5
APP0003993,PR0018160,2026-01-06,2026-01-10,AO025,BR007,Kredit Mikro,Mikro,30000000,5827260,18,Approved,4
APP0003994,PR0018162,2026-02-24,2026-02-28,AO004,BR001,Kredit Konsumtif,Konsumtif,125000000,5733567,36,Rejected,4
APP0003995,PR0018165,2025-08-11,2025-08-18,AO002,BR001,Kredit Konsumtif,Konsumtif,30000000,8193572,12,Approved,7
APP0003996,PR0018167,2026-06-16,2026-06-19,AO007,BR002,Kredit Konsumtif,Konsumtif,125000000,5575125,12,Rejected,3
APP0003997,PR0018168,2025-08-17,2025-08-18,AO006,BR002,Kredit Konsumtif,Konsumtif,125000000,7577951,18,Approved,1
APP0003998,PR0018172,2025-08-20,2025-08-21,AO007,BR002,Kredit Konsumtif,Konsumtif,150000000,5646673,12,Approved,1
APP0003999,PR0018184,2025-12-29,2025-12-30,AO003,BR001,Kredit Konsumtif,Konsumtif,100000000,7758543,12,Approved,1
APP0004000,PR0018190,2026-04-23,2026-04-24,AO006,BR002,Kredit Payroll,Payroll,75000000,12034428,12,Approved,1
APP0004001,PR0018191,2025-11-25,2025-11-26,AO003,BR001,Kredit Mikro,Mikro,30000000,5557824,18,Approved,1
APP0004002,PR0018196,2026-05-29,2026-05-30,AO007,BR002,Kredit Konsumtif,Konsumtif,75000000,6841479,12,Approved,1
APP0004003,PR0018198,2026-03-15,2026-03-19,AO005,BR002,Kredit Payroll,Payroll,75000000,8826651,12,Approved,4
APP0004004,PR0018199,2026-06-29,2026-06-30,AO023,BR006,Kredit Konsumtif,Konsumtif,75000000,5612928,24,Cancelled,1
APP0004005,PR0018201,2025-09-03,2025-09-08,AO014,BR004,Kredit Payroll,Payroll,50000000,10119379,24,Approved,5
APP0004006,PR0018206,2025-12-13,2025-12-17,AO010,BR003,Kredit Mikro,Mikro,75000000,2999680,24,Rejected,4
APP0004007,PR0018207,2026-03-16,2026-03-20,AO004,BR001,Kredit Payroll,Payroll,50000000,7718707,60,Approved,4
APP0004008,PR0018208,2025-11-07,2025-11-08,AO015,BR004,Kredit Payroll,Payroll,200000000,10348733,48,Approved,1
APP0004009,PR0018216,2026-01-12,2026-01-15,AO010,BR003,Kredit Konsumtif,Konsumtif,30000000,6204760,24,Approved,3
APP0004010,PR0018231,2025-08-25,2025-08-26,AO008,BR002,Kredit Konsumtif,Konsumtif,150000000,7062629,36,Approved,1
APP0004011,PR0018236,2026-03-14,2026-03-17,AO004,BR001,Kredit Payroll,Payroll,100000000,8332189,12,Rejected,3
APP0004012,PR0018247,2026-05-14,2026-05-19,AO015,BR004,Kredit Mikro,Mikro,100000000,4740280,36,Rejected,5
APP0004013,PR0018252,2026-04-17,2026-04-24,AO014,BR004,Kredit Mikro,Mikro,30000000,2500000,18,Approved,7
APP0004014,PR0018257,2025-07-03,2025-07-07,AO002,BR001,Kredit Konsumtif,Konsumtif,100000000,7926171,18,Approved,4
APP0004015,PR0018267,2025-07-24,2025-07-26,AO027,BR007,Kredit Konsumtif,Konsumtif,100000000,4689765,36,Approved,2
APP0004016,PR0018271,2025-07-04,2025-07-08,AO005,BR002,Kredit Payroll,Payroll,50000000,11319310,60,Approved,4
APP0004017,PR0018273,2026-05-16,2026-05-19,AO027,BR007,Kredit Payroll,Payroll,200000000,6089940,24,Approved,3
APP0004018,PR0018276,2025-12-23,2025-12-26,AO028,BR007,Kredit Payroll,Payroll,50000000,9358322,60,Approved,3
APP0004019,PR0018277,2026-03-20,2026-03-21,AO023,BR006,Kredit Konsumtif,Konsumtif,30000000,6856793,24,Approved,1
APP0004020,PR0018285,2025-10-20,2025-10-22,AO008,BR002,Kredit Produktif SME,SME,1000000000,27172790,36,Rejected,2
APP0004021,PR0018294,2025-08-07,2025-08-11,AO002,BR001,Kredit Konsumtif,Konsumtif,50000000,7838987,18,Approved,4
APP0004022,PR0018298,2026-04-12,2026-04-13,AO020,BR005,Kredit Konsumtif,Konsumtif,150000000,5530930,18,Approved,1
APP0004023,PR0018305,2025-09-23,2025-09-25,AO024,BR006,Kredit Mikro,Mikro,50000000,7862555,36,Rejected,2
APP0004024,PR0018306,2026-03-09,2026-03-14,AO003,BR001,Kredit Payroll,Payroll,150000000,4975371,12,Approved,5
APP0004025,PR0018308,2026-05-19,2026-05-24,AO002,BR001,Kredit Konsumtif,Konsumtif,100000000,9265726,12,Approved,5
APP0004026,PR0018316,2025-11-29,2025-11-30,AO020,BR005,Kredit Produktif SME,SME,500000000,17107875,36,Approved,1
APP0004027,PR0018321,2025-08-16,2025-08-25,AO024,BR006,Kredit Mikro,Mikro,50000000,3665891,12,Rejected,9
APP0004028,PR0018325,2025-11-08,2025-11-10,AO014,BR004,Kredit Payroll,Payroll,75000000,6762229,12,Rejected,2
APP0004029,PR0018330,2026-03-16,2026-03-21,AO018,BR005,Kredit Konsumtif,Konsumtif,125000000,7405136,24,Rejected,5
APP0004030,PR0018340,2026-02-02,2026-02-07,AO001,BR001,Kredit Payroll,Payroll,50000000,7465929,36,Approved,5
APP0004031,PR0018349,2026-06-11,2026-06-15,AO014,BR004,Kredit Mikro,Mikro,100000000,5192635,24,Rejected,4
APP0004032,PR0018351,2025-09-13,2025-09-17,AO019,BR005,Kredit Konsumtif,Konsumtif,100000000,8575408,36,Approved,4
APP0004033,PR0018354,2026-04-21,2026-04-22,AO020,BR005,Kredit Konsumtif,Konsumtif,30000000,8482424,36,Approved,1
APP0004034,PR0018355,2025-10-13,2025-10-16,AO026,BR007,Kredit Konsumtif,Konsumtif,50000000,7896824,12,Approved,3
APP0004035,PR0018361,2026-06-13,2026-06-19,AO014,BR004,Kredit Produktif SME,SME,1000000000,16354365,12,Approved,6
APP0004036,PR0018362,2025-10-22,2025-10-27,AO007,BR002,Kredit Mikro,Mikro,50000000,6335761,36,Approved,5
APP0004037,PR0018363,2025-12-29,2025-12-30,AO006,BR002,Kredit Konsumtif,Konsumtif,50000000,7540979,18,Approved,1
APP0004038,PR0018373,2025-07-20,2025-07-21,AO004,BR001,Kredit Konsumtif,Konsumtif,50000000,5258043,12,Approved,1
APP0004039,PR0018391,2026-04-25,2026-04-29,AO002,BR001,Kredit Konsumtif,Konsumtif,30000000,6303502,24,Approved,4
APP0004040,PR0018400,2025-11-16,2025-11-18,AO026,BR007,Kredit Produktif SME,SME,100000000,26444164,24,Approved,2
APP0004041,PR0018402,2025-12-29,2025-12-30,AO012,BR003,Kredit Mikro,Mikro,75000000,4641903,12,Rejected,1
APP0004042,PR0018413,2025-09-12,2025-09-17,AO003,BR001,Kredit Payroll,Payroll,75000000,9688535,36,Approved,5
APP0004043,PR0018416,2026-01-21,2026-01-27,AO021,BR006,Kredit Payroll,Payroll,200000000,9343890,24,Approved,6
APP0004044,PR0018429,2026-05-10,2026-05-15,AO028,BR007,Kredit Mikro,Mikro,50000000,6781495,36,Rejected,5
APP0004045,PR0018430,2025-08-24,2025-08-30,AO012,BR003,Kredit Produktif SME,SME,100000000,27885297,12,Approved,6
APP0004046,PR0018432,2025-09-19,2025-09-22,AO006,BR002,Kredit Payroll,Payroll,100000000,6258994,36,Approved,3
APP0004047,PR0018439,2025-11-26,2025-11-30,AO006,BR002,Kredit Konsumtif,Konsumtif,50000000,7913047,36,Approved,4
APP0004048,PR0018460,2025-11-16,2025-11-18,AO022,BR006,Kredit Konsumtif,Konsumtif,50000000,5975165,12,Rejected,2
APP0004049,PR0018465,2026-05-03,2026-05-10,AO003,BR001,Kredit Payroll,Payroll,75000000,12745359,60,Approved,7
APP0004050,PR0018477,2026-03-08,2026-03-09,AO011,BR003,Kredit Konsumtif,Konsumtif,100000000,6592348,36,Approved,1
APP0004051,PR0018485,2025-11-28,2025-11-30,AO019,BR005,Kredit Produktif SME,SME,300000000,23097253,36,Approved,2
APP0004052,PR0018499,2026-03-17,2026-03-21,AO023,BR006,Kredit Mikro,Mikro,30000000,7914394,18,Approved,4
APP0004053,PR0018501,2025-11-20,2025-11-26,AO021,BR006,Kredit Payroll,Payroll,50000000,7168285,48,Approved,6
APP0004054,PR0018503,2026-06-07,2026-06-08,AO022,BR006,Kredit Payroll,Payroll,100000000,10372766,12,Approved,1
APP0004055,PR0018507,2025-10-27,2025-10-28,AO016,BR004,Kredit Produktif SME,SME,200000000,29011929,12,Approved,1
APP0004056,PR0018512,2025-10-22,2025-10-28,AO009,BR003,Kredit Payroll,Payroll,150000000,12462275,36,Approved,6
APP0004057,PR0018519,2026-06-29,2026-06-30,AO005,BR002,Kredit Mikro,Mikro,100000000,6975881,18,Approved,1
APP0004058,PR0018521,2025-08-10,2025-08-15,AO014,BR004,Kredit Payroll,Payroll,150000000,6710634,24,Cancelled,5
APP0004059,PR0018526,2025-12-24,2025-12-30,AO027,BR007,Kredit Produktif SME,SME,150000000,21269421,48,Rejected,6
APP0004060,PR0018527,2025-07-12,2025-07-15,AO010,BR003,Kredit Payroll,Payroll,200000000,9030624,60,Approved,3
APP0004061,PR0018533,2026-02-16,2026-02-21,AO017,BR005,Kredit Payroll,Payroll,50000000,8937608,60,Rejected,5
APP0004062,PR0018538,2026-04-20,2026-04-21,AO003,BR001,Kredit Mikro,Mikro,100000000,3521522,12,Cancelled,1
APP0004063,PR0018544,2025-12-20,2025-12-25,AO020,BR005,Kredit Mikro,Mikro,100000000,6332076,36,Rejected,5
APP0004064,PR0018546,2026-02-25,2026-02-28,AO003,BR001,Kredit Payroll,Payroll,50000000,9476915,24,Approved,3
APP0004065,PR0018547,2026-03-17,2026-03-23,AO010,BR003,Kredit Mikro,Mikro,50000000,6971291,24,Approved,6
APP0004066,PR0018550,2025-10-23,2025-10-28,AO007,BR002,Kredit Payroll,Payroll,50000000,8517381,36,Approved,5
APP0004067,PR0018551,2025-09-04,2025-09-08,AO002,BR001,Kredit Payroll,Payroll,200000000,7993627,60,Approved,4
APP0004068,PR0018553,2026-01-14,2026-01-17,AO013,BR004,Kredit Konsumtif,Konsumtif,125000000,5214499,18,Approved,3
APP0004069,PR0018557,2025-10-23,2025-10-29,AO007,BR002,Kredit Konsumtif,Konsumtif,125000000,7312976,24,Rejected,6
APP0004070,PR0018558,2025-07-07,2025-07-10,AO022,BR006,Kredit Konsumtif,Konsumtif,100000000,6864202,36,Approved,3
APP0004071,PR0018564,2026-03-04,2026-03-10,AO003,BR001,Kredit Payroll,Payroll,150000000,12618386,60,Approved,6
APP0004072,PR0018570,2025-08-19,2025-08-22,AO012,BR003,Kredit Mikro,Mikro,50000000,6283981,12,Approved,3
APP0004073,PR0018571,2025-09-14,2025-09-20,AO003,BR001,Kredit Produktif SME,SME,200000000,21411957,36,Approved,6
APP0004074,PR0018573,2026-01-24,2026-01-29,AO009,BR003,Kredit Konsumtif,Konsumtif,30000000,5201079,12,Rejected,5
APP0004075,PR0018582,2025-10-14,2025-10-16,AO018,BR005,Kredit Produktif SME,SME,100000000,27339559,12,Approved,2
APP0004076,PR0018583,2025-10-03,2025-10-06,AO005,BR002,Kredit Payroll,Payroll,200000000,7678281,24,Approved,3
APP0004077,PR0018592,2026-05-18,2026-05-20,AO012,BR003,Kredit Produktif SME,SME,750000000,10824347,12,Rejected,2
APP0004078,PR0018596,2026-01-07,2026-01-10,AO016,BR004,Kredit Produktif SME,SME,300000000,24112327,48,Rejected,3
APP0004079,PR0018603,2026-05-06,2026-05-10,AO007,BR002,Kredit Payroll,Payroll,100000000,8940397,36,Approved,4
APP0004080,PR0018612,2025-09-22,2025-09-23,AO024,BR006,Kredit Konsumtif,Konsumtif,125000000,5321260,36,Approved,1
APP0004081,PR0018614,2025-08-07,2025-08-11,AO024,BR006,Kredit Mikro,Mikro,30000000,6963505,24,Approved,4
APP0004082,PR0018616,2026-02-03,2026-02-06,AO014,BR004,Kredit Mikro,Mikro,100000000,5071955,18,Approved,3
APP0004083,PR0018621,2026-04-02,2026-04-06,AO013,BR004,Kredit Payroll,Payroll,200000000,7747512,48,Approved,4
APP0004084,PR0018622,2025-11-27,2025-11-28,AO002,BR001,Kredit Produktif SME,SME,300000000,17918944,12,Cancelled,1
APP0004085,PR0018629,2025-11-17,2025-11-20,AO019,BR005,Kredit Konsumtif,Konsumtif,150000000,3500000,24,Approved,3
APP0004086,PR0018635,2025-12-06,2025-12-11,AO016,BR004,Kredit Produktif SME,SME,100000000,22194142,36,Rejected,5
APP0004087,PR0018638,2026-03-28,2026-03-30,AO017,BR005,Kredit Payroll,Payroll,200000000,4871458,24,Rejected,2
APP0004088,PR0018640,2026-04-26,2026-04-29,AO003,BR001,Kredit Konsumtif,Konsumtif,150000000,6407739,12,Approved,3
APP0004089,PR0018641,2026-05-25,2026-05-28,AO006,BR002,Kredit Konsumtif,Konsumtif,75000000,7838106,36,Cancelled,3
APP0004090,PR0018646,2025-08-17,2025-08-19,AO024,BR006,Kredit Konsumtif,Konsumtif,125000000,5484907,18,Cancelled,2
APP0004091,PR0018647,2026-05-27,2026-05-29,AO013,BR004,Kredit Mikro,Mikro,100000000,3811070,24,Approved,2
APP0004092,PR0018649,2026-06-13,2026-06-18,AO014,BR004,Kredit Payroll,Payroll,200000000,9876783,12,Rejected,5
APP0004093,PR0018655,2025-07-08,2025-07-13,AO006,BR002,Kredit Produktif SME,SME,750000000,16027798,12,Rejected,5
APP0004094,PR0018656,2026-01-12,2026-01-14,AO009,BR003,Kredit Produktif SME,SME,750000000,21404004,24,Cancelled,2
APP0004095,PR0018664,2026-04-25,2026-04-26,AO010,BR003,Kredit Mikro,Mikro,30000000,4165157,12,Cancelled,1
APP0004096,PR0018670,2026-03-29,2026-03-30,AO001,BR001,Kredit Mikro,Mikro,20000000,5807226,36,Approved,1
APP0004097,PR0018675,2025-10-28,2025-10-29,AO002,BR001,Kredit Produktif SME,SME,150000000,7000000,60,Approved,1
APP0004098,PR0018677,2025-10-25,2025-10-29,AO006,BR002,Kredit Konsumtif,Konsumtif,100000000,6319972,12,Approved,4
APP0004099,PR0018682,2026-01-24,2026-01-28,AO010,BR003,Kredit Mikro,Mikro,20000000,4515619,24,Approved,4
APP0004100,PR0018686,2025-08-18,2025-08-19,AO002,BR001,Kredit Payroll,Payroll,100000000,11051801,60,Rejected,1
APP0004101,PR0018688,2025-10-15,2025-10-20,AO003,BR001,Kredit Mikro,Mikro,30000000,4350249,24,Approved,5
APP0004102,PR0018690,2025-07-27,2025-07-29,AO025,BR007,Kredit Konsumtif,Konsumtif,100000000,8137540,24,Rejected,2
APP0004103,PR0018692,2026-04-20,2026-04-22,AO021,BR006,Kredit Payroll,Payroll,150000000,10608369,48,Approved,2
APP0004104,PR0018693,2026-03-18,2026-03-22,AO004,BR001,Kredit Mikro,Mikro,100000000,4588728,36,Approved,4
APP0004105,PR0018711,2026-01-08,2026-01-09,AO004,BR001,Kredit Mikro,Mikro,50000000,4360040,24,Cancelled,1
APP0004106,PR0018712,2025-11-07,2025-11-10,AO007,BR002,Kredit Payroll,Payroll,75000000,10188701,60,Approved,3
APP0004107,PR0018716,2025-12-15,2025-12-17,AO009,BR003,Kredit Produktif SME,SME,200000000,19998276,12,Approved,2
APP0004108,PR0018719,2025-07-02,2025-07-08,AO007,BR002,Kredit Konsumtif,Konsumtif,30000000,7159542,18,Cancelled,6
APP0004109,PR0018732,2026-02-16,2026-02-23,AO013,BR004,Kredit Konsumtif,Konsumtif,30000000,5311574,12,Approved,7
APP0004110,PR0018735,2026-03-16,2026-03-23,AO011,BR003,Kredit Konsumtif,Konsumtif,125000000,6455913,12,Rejected,7
APP0004111,PR0018739,2025-09-08,2025-09-13,AO004,BR001,Kredit Payroll,Payroll,50000000,8663789,12,Approved,5
APP0004112,PR0018740,2025-08-01,2025-08-04,AO013,BR004,Kredit Konsumtif,Konsumtif,75000000,5291410,24,Approved,3
APP0004113,PR0018741,2025-09-24,2025-09-27,AO010,BR003,Kredit Konsumtif,Konsumtif,50000000,7702476,24,Rejected,3
APP0004114,PR0018743,2025-12-25,2025-12-27,AO018,BR005,Kredit Payroll,Payroll,75000000,9096426,12,Rejected,2
APP0004115,PR0018746,2025-10-09,2025-10-11,AO017,BR005,Kredit Produktif SME,SME,100000000,9037449,12,Rejected,2
APP0004116,PR0018747,2026-04-16,2026-04-17,AO023,BR006,Kredit Konsumtif,Konsumtif,50000000,7181312,36,Approved,1
APP0004117,PR0018749,2025-07-22,2025-07-23,AO027,BR007,Kredit Mikro,Mikro,100000000,5510224,24,Rejected,1
APP0004118,PR0018766,2025-09-29,2025-09-30,AO003,BR001,Kredit Payroll,Payroll,200000000,11598443,48,Approved,1
APP0004119,PR0018771,2026-01-28,2026-01-29,AO010,BR003,Kredit Payroll,Payroll,75000000,6712780,60,Approved,1
APP0004120,PR0018778,2025-09-24,2025-09-25,AO002,BR001,Kredit Mikro,Mikro,50000000,4733930,12,Approved,1
APP0004121,PR0018782,2026-03-14,2026-03-21,AO026,BR007,Kredit Konsumtif,Konsumtif,150000000,8340198,24,Approved,7
APP0004122,PR0018786,2025-07-17,2025-07-18,AO013,BR004,Kredit Mikro,Mikro,100000000,4668100,36,Rejected,1
APP0004123,PR0018795,2026-06-22,2026-06-25,AO007,BR002,Kredit Konsumtif,Konsumtif,125000000,10731431,12,Approved,3
APP0004124,PR0018803,2025-12-09,2025-12-16,AO016,BR004,Kredit Payroll,Payroll,200000000,8811299,60,Rejected,7
APP0004125,PR0018832,2026-06-12,2026-06-15,AO013,BR004,Kredit Payroll,Payroll,100000000,4923996,36,Approved,3
APP0004126,PR0018839,2025-07-04,2025-07-08,AO010,BR003,Kredit Produktif SME,SME,500000000,17533838,48,Approved,4
APP0004127,PR0018854,2026-03-09,2026-03-16,AO004,BR001,Kredit Konsumtif,Konsumtif,50000000,6393448,36,Approved,7
APP0004128,PR0018857,2026-06-29,2026-06-30,AO008,BR002,Kredit Payroll,Payroll,100000000,5802461,60,Approved,1
APP0004129,PR0018862,2026-02-26,2026-03-02,AO025,BR007,Kredit Konsumtif,Konsumtif,150000000,8176321,24,Rejected,4
APP0004130,PR0018863,2025-07-05,2025-07-07,AO016,BR004,Kredit Mikro,Mikro,20000000,8037141,12,Rejected,2
APP0004131,PR0018867,2025-12-20,2025-12-21,AO020,BR005,Kredit Konsumtif,Konsumtif,50000000,4062558,18,Approved,1
APP0004132,PR0018868,2026-05-22,2026-05-25,AO024,BR006,Kredit Mikro,Mikro,50000000,3772470,18,Rejected,3
APP0004133,PR0018871,2026-01-22,2026-01-28,AO024,BR006,Kredit Konsumtif,Konsumtif,100000000,3830781,24,Approved,6
APP0004134,PR0018874,2026-01-24,2026-01-28,AO020,BR005,Kredit Produktif SME,SME,200000000,20927043,36,Approved,4
APP0004135,PR0018876,2025-09-17,2025-09-19,AO003,BR001,Kredit Mikro,Mikro,50000000,7249942,24,Approved,2
APP0004136,PR0018877,2025-12-14,2025-12-20,AO010,BR003,Kredit Mikro,Mikro,50000000,7663858,12,Approved,6
APP0004137,PR0018878,2026-05-20,2026-05-22,AO010,BR003,Kredit Konsumtif,Konsumtif,75000000,5410010,18,Approved,2
APP0004138,PR0018879,2026-03-01,2026-03-02,AO003,BR001,Kredit Mikro,Mikro,30000000,5648668,12,Approved,1
APP0004139,PR0018883,2025-11-29,2025-11-30,AO021,BR006,Kredit Konsumtif,Konsumtif,150000000,8462457,36,Approved,1
APP0004140,PR0018888,2025-11-21,2025-11-26,AO007,BR002,Kredit Konsumtif,Konsumtif,50000000,8048911,12,Approved,5
APP0004141,PR0018897,2025-11-28,2025-11-29,AO018,BR005,Kredit Mikro,Mikro,75000000,4973893,18,Rejected,1
